customer_id,first_name,last_name,email,signup_date,city,country,segment,acquisition_channel
49,Mateo,Sánchez,,2024-11-30,Asunción,Paraguay,Retail,Email Marketing
50,Victoria,Castro,victoria.castro50@mail.com,2026-02-11,Ciudad de México,mexico,Mayorista,Google Ads
51,Franco,González,franco.gonzalez51@mail.com,2025-12-04,Barcelona,España,Retail,Orgánico/SEO
52,Franco,Martínez,franco.martinez52@mail.com,2026-03-01,Rio de Janeiro,Brasil,Retail,Referido
53,Laura,Vega,laura.vega53@mail.com,2025-07-18,Rio de Janeiro,Brasil,Retail,Facebook Ads
54,Juan,Torres,juan.torres54@mail.com,2025-07-21,São Paulo,Brasil,Retail,Google Ads
55,Milagros,Castro,milagros.castro55@mail.com,2025-08-27,Miami,Estados Unidos,Retail,Instagram Ads
56,Andrés,Álvarez,andres.alvarez56@mail.com,2025-03-18,Rosario,Argentina,Retail,Orgánico/SEO
57,Emiliano,Aguirre,emiliano.aguirre57@mail.com,2024-12-21,Montevideo,Uruguay,Retail,Google Ads
58,David,Martínez,david.martinez58@mail.com,2025-07-30,Miami,Estados Unidos,Retail,Facebook Ads
59,Emiliano,Díaz,emiliano.diaz59@mail.com,2024-09-18,Buenos Aires,Argentina,Retail,Instagram Ads
60,Santiago,Wilson,santiago.wilson60@mail.com,2024-10-03,Montevideo,Uruguay,Retail,Referido
61,Sebastián,Castro,sebastian.castro61@mail.com,2026-02-18,Miami,Estados Unidos,Retail,Facebook Ads
62,Emma,Brown,emma.brown62@mail.com,2025-02-21,Miami,Estados Unidos,Retail,Referido
63,Ana,Acosta,ana.acosta63@mail.com,2025-08-25,Asunción,Paraguay,Retail,Email Marketing
64,Ashley,Davis,ashley.davis64@mail.com,2024-10-20,Rosario,Arg.,Retail,Influencers
65,Bruno,Davis,bruno.davis65@mail.com,2025-07-31,Miami,Estados Unidos,Retail,Referido
66,María,Rodríguez,maria.rodriguez66@mail.com,2025-10-02,Bogotá,Colombia,Retail,Email Marketing
67,Ashley,Vega,ashley.vega67@mail.com,2025-10-13,Montevideo,Uruguay,Retail,Influencers
68,Laura,Molina,laura.molina68@mail.com,2025-09-22,Santiago,Chile,Retail,Facebook Ads
69,Laura,Rodríguez,laura.rodriguez69@mail.com,2026-03-21,Rosario,Argentina,Retail,Referido
70,Gael,Johnson,gael.johnson70@mail.com,2025-05-12,Rio de Janeiro,Brasil,Retail,Influencers
71,Sarah,Pérez,sarah.perez71@mail.com,2024-06-20,Madrid,España,Retail,Google Ads
72,Pedro,Martínez,pedro.martinez72@mail.com,2024-07-02,Córdoba,Arg.,Mayorista,Instagram Ads
73,Laura,Sánchez,laura.sanchez73@mail.com,2025-09-20,Valparaíso,Chile,Retail,Referido
74,Carlos,Sánchez,carlos.sanchez74@mail.com,2025-04-15,Santiago,Chile,Retail,Google Ads
75,Delfina,Molina,delfina.molina75@mail.com,2024-08-17,Valparaíso,Chile,Retail,Referido
76,David,Sánchez,david.sanchez76@mail.com,2025-05-22,Córdoba,Arg.,Retail,Orgánico/SEO
77,Michael,Williams,michael.williams77@mail.com,2025-08-18,Mendoza,ARGENTINA,Mayorista,Orgánico/SEO
78,Daniela,Miller,daniela.miller78@mail.com,2026-02-21,Asunción,Paraguay,Retail,Facebook Ads
79,Michael,Taylor,michael.taylor79@mail.com,2025-04-27,Asunción,Paraguay,Retail,Referido
80,Paula,Acosta,paula.acosta80@mail.com,2026-01-05,Miami,EE.UU.,Retail,Influencers
81,Gael,Gómez,gael.gomez81@mail.com,2025-05-15,Asunción,Paraguay,Retail,Facebook Ads
82,Sofía,Miller,sofia.miller82@mail.com,2024-08-27,Valparaíso,Chile,Retail,Influencers
83,Pedro,Williams,pedro.williams83@mail.com,2024-06-18,Miami,Estados Unidos,Retail,Instagram Ads
84,Agustín,Brown,agustin.brown84@mail.com,2025-05-19,Barcelona,España,Retail,Orgánico/SEO
85,Ignacio,Medina,ignacio.medina85@mail.com,2025-02-13,São Paulo,Brasil,Retail,Orgánico/SEO
86,Valeria,Torres,valeria.torres86@mail.com,2025-01-08,Valparaíso,Chile,Retail,Email Marketing
87,Catalina,García,catalina.garcia87@mail.com,2025-03-31,Valparaíso,Chile,Retail,Instagram Ads
88,Santiago,Wilson,santiago.wilson88@mail.com,2026-05-16,São Paulo,Brasil,Mayorista,Orgánico/SEO
89,Josefina,Herrera,josefina.herrera89@mail.com,2025-10-04,Madrid,España,Retail,Instagram Ads
90,Jessica,Brown,jessica.brown90@mail.com,2024-08-06,Mendoza,Argentina,Retail,Google Ads
91,Lucas,Acosta,lucas.acosta91@mail.com,2025-12-24,Mendoza,Argentina,Retail,Facebook Ads
92,Delfina,Smith,delfina.smith92@mail.com,2025-04-01,Miami,Estados Unidos,Retail,Influencers
93,Andrés,García,andres.garcia93@mail.com,2026-03-03,Valparaíso,Chile,Retail,Orgánico/SEO
94,Emma,González,emma.gonzalez94@mail.com,2025-09-05,Ciudad de México,México,Retail,Influencers
95,María,Johnson,maria.johnson95@mail.com,2026-05-05,Rosario,Argentina,Retail,Email Marketing
96,Amanda,Ruiz,amanda.ruiz96@mail.com,2024-09-26,Ciudad de México,México,Retail,Orgánico/SEO
97,Emma,Aguirre,emma.aguirre97@mail.com,2025-08-24,São Paulo,Brazil,Retail,Orgánico/SEO
98,Facundo,Smith,facundo.smith98@mail.com,2026-02-03,Rosario,ARGENTINA,Retail,Influencers
99,Juan,Anderson,juan.anderson99@mail.com,2026-04-20,Buenos Aires,Argentina,Retail,Facebook Ads
100,Pedro,Smith,pedro.smith100@mail.com,2024-12-03,Asunción,Paraguay,Mayorista,Influencers
101,Lucas,Brown,lucas.brown101@mail.com,2025-07-24,Lima,Perú,Retail,Orgánico/SEO
102,Olivia,Williams,olivia.williams102@mail.com,2026-04-10,São Paulo,brasil,Mayorista,Referido
103,Antonella,Sánchez,antonella.sanchez103@mail.com,2025-11-09,Bogotá,Colombia,Retail,Google Ads
104,Olivia,López,olivia.lopez104@mail.com,2025-11-13,Valparaíso,chile,Retail,Referido
105,Sebastián,Romero,sebastian.romero105@mail.com,2025-08-23,São Paulo,Brasil,Retail,Influencers
106,Emiliano,Álvarez,emiliano.alvarez106@mail.com,2025-12-17,São Paulo,Brasil,Retail,Influencers
107,Ignacio,Sánchez,ignacio.sanchez107@mail.com,2025-10-24,La Plata,Argentina,Mayorista,Email Marketing
108,Carla,Acosta,carla.acosta108@mail.com,2025-12-17,Miami,Estados Unidos,Retail,Instagram Ads
109,Jessica,Martínez,jessica.martinez109@mail.com,2025-07-30,Asunción,Paraguay,Retail,Referido
110,Catalina,Aguirre,catalina.aguirre110@mail.com,2024-10-31,Madrid,España,Retail,Influencers
111,Florencia,Rojas,florencia.rojas111@mail.com,2025-04-26,Miami,Estados Unidos,Retail,Orgánico/SEO
112,Olivia,Fernández,olivia.fernandez112@mail.com,2025-09-28,Rio de Janeiro,Brasil,Retail,Referido
113,Pedro,Díaz,pedro.diaz113@mail.com,2024-07-08,Madrid,España,Retail,Facebook Ads
114,David,Smith,david.smith114@mail.com,2025-11-21,Mendoza,Argentina,Retail,Google Ads
115,Thiago,Martínez,thiago.martinez115@mail.com,2025-02-27,Madrid,España,Retail,Orgánico/SEO
116,Bruno,Davis,bruno.davis116@mail.com,2025-04-21,Bogotá,Colombia,Retail,Referido
117,Gonzalo,Martínez,gonzalo.martinez117@mail.com,2026-03-09,Montevideo,Uruguay,Retail,Email Marketing
118,Franco,García,franco.garcia118@mail.com,2025-08-29,Mendoza,Argentina,Retail,Email Marketing
119,Catalina,Gómez,catalina.gomez119@mail.com,2025-08-16,Lima,Perú,Retail,Facebook Ads
120,Joaquín,Álvarez,joaquin.alvarez120@mail.com,2024-08-20,Santiago,Chile,Retail,Influencers
121,Thiago,Flores,thiago.flores121@mail.com,2026-03-16,Miami,Estados Unidos,Retail,Email Marketing
122,Catalina,Davis,catalina.davis122@mail.com,2024-08-15,Santiago,Chile,Retail,Email Marketing
123,María,Benítez,maria.benitez123@mail.com,2025-04-06,Miami,Estados Unidos,Retail,Influencers
124,Victoria,Anderson,victoria.anderson124@mail.com,2026-05-18,São Paulo,Brasil,Retail,Referido
125,Juan,López,juan.lopez125@mail.com,2025-03-21,Madrid,España,Retail,Instagram Ads
126,Ana,Ruiz,ana.ruiz126@mail.com,2026-04-26,Asunción,Paraguay,Retail,Referido
127,Ana,García,ana.garcia127@mail.com,2025-04-13,Córdoba,Argentina,Retail,Google Ads
128,Antonella,Vega,antonella.vega128@mail.com,2024-12-23,Santiago,Chile,Retail,Facebook Ads
129,Nicolás,Álvarez,nicolas.alvarez129@mail.com,2025-10-07,Asunción,Paraguay,Mayorista,Email Marketing
130,Benjamín,Johnson,benjamin.johnson130@mail.com,2024-10-23,Rosario,Argentina,Retail,Instagram Ads
131,David,Wilson,david.wilson131@mail.com,2024-09-01,Lima,Perú,Retail,Google Ads
132,Agustín,Benítez,agustin.benitez132@mail.com,2026-03-16,Bogotá,Colombia,Mayorista,Google Ads
133,Gonzalo,Wilson,gonzalo.wilson133@mail.com,2026-02-15,Rio de Janeiro,Brasil,Retail,Google Ads
134,Pedro,Vega,pedro.vega134@mail.com,2024-10-22,Mendoza,ARGENTINA,Retail,Google Ads
135,Delfina,Johnson,delfina.johnson135@mail.com,2026-04-18,Lima,Perú,Mayorista,Orgánico/SEO
136,Andrés,Díaz,andres.diaz136@mail.com,2026-04-02,Ciudad de México,mexico,Retail,Influencers
137,Agustín,Ramírez,agustin.ramirez137@mail.com,2025-08-30,Miami,Estados Unidos,Mayorista,Referido
138,Ashley,Gómez,ashley.gomez138@mail.com,2025-07-13,Córdoba,ARGENTINA,Retail,Google Ads
139,Pedro,Rodríguez,pedro.rodriguez139@mail.com,2025-05-08,Córdoba,Argentina,Retail,Instagram Ads
140,Sebastián,Ramírez,sebastian.ramirez140@mail.com,2025-01-25,Valparaíso,Chile,Retail,Instagram Ads
141,Isabella,Davis,,2024-11-26,,Paraguay,Retail,Referido
142,John,Acosta,john.acosta142@mail.com,2024-06-17,Rio de Janeiro,Brasil,Retail,Google Ads
143,Carla,Smith,carla.smith143@mail.com,2025-11-08,Lima,Perú,Retail,Influencers
144,Valentina,Miller,valentina.miller144@mail.com,2025-09-13,São Paulo,Brasil,Retail,Google Ads
145,Juan,García,juan.garcia145@mail.com,2026-05-31,Madrid,España,Retail,Google Ads
146,Thiago,Martínez,thiago.martinez146@mail.com,2025-03-09,La Plata,Argentina,Retail,Facebook Ads
147,Rodrigo,Herrera,rodrigo.herrera147@mail.com,2025-10-31,Miami,Estados Unidos,Retail,Google Ads
148,James,Wilson,james.wilson148@mail.com,2025-08-15,Valparaíso,Chile,Retail,Instagram Ads
149,Daniela,García,daniela.garcia149@mail.com,2025-08-12,Rio de Janeiro,Brasil,Retail,Email Marketing
150,Camila,Pérez,camila.perez150@mail.com,2024-09-04,Rosario,Argentina,Retail,Orgánico/SEO
151,Federico,Wilson,federico.wilson151@mail.com,2026-04-18,Rio de Janeiro,Brasil,Retail,Email Marketing
152,Robert,López,robert.lopez152@mail.com,2026-02-05,São Paulo,Brasil,Retail,Google Ads
153,Julieta,García,julieta.garcia153@mail.com,2025-12-22,Lima,Perú,Retail,Referido
154,Franco,Wilson,franco.wilson154@mail.com,2026-02-14,,Argentina,Mayorista,Referido
155,Robert,Ortiz,robert.ortiz155@mail.com,2024-06-07,Lima,Perú,Retail,Instagram Ads
156,Thiago,Rodríguez,thiago.rodriguez156@mail.com,2025-11-26,Rosario,Argentina,Retail,Influencers
157,Miguel,Anderson,miguel.anderson157@mail.com,2024-07-24,Rosario,Arg.,Retail,Referido
158,Facundo,Smith,facundo.smith158@mail.com,2025-03-07,Ciudad de México,mexico,Retail,Facebook Ads
159,Federico,Williams,federico.williams159@mail.com,2026-04-15,Barcelona,España,Retail,Instagram Ads
160,Sofía,Ramírez,sofia.ramirez160@mail.com,2025-01-03,São Paulo,Brazil,Retail,Referido
161,Franco,Torres,franco.torres161@mail.com,2025-06-25,La Plata,Argentina,Retail,Instagram Ads
162,Camila,Molina,camila.molina162@mail.com,2025-08-21,Córdoba,Argentina,Retail,Google Ads
163,Carlos,Vega,carlos.vega163@mail.com,2024-09-26,São Paulo,Brasil,Retail,Email Marketing
164,María,Silva,maria.silva164@mail.com,2025-08-22,Rosario,Argentina,Retail,Instagram Ads
165,Andrés,Ortiz,andres.ortiz165@mail.com,2025-05-08,Montevideo,Uruguay,Retail,Google Ads
166,Lucía,Ruiz,lucia.ruiz166@mail.com,2025-05-26,Lima,Perú,Retail,Referido
167,Martina,Díaz,martina.diaz167@mail.com,2024-12-20,Asunción,Paraguay,Retail,Instagram Ads
168,Joaquín,Williams,joaquin.williams168@mail.com,2025-12-30,Miami,Estados Unidos,Retail,Influencers
169,Gonzalo,Castro,gonzalo.castro169@mail.com,2024-11-02,Rio de Janeiro,Brasil,Retail,Influencers
170,Victoria,Jones,victoria.jones170@mail.com,2025-04-14,Rosario,argentina,Retail,Google Ads
171,Gonzalo,Jones,gonzalo.jones171@mail.com,2025-09-17,Bogotá,Colombia,Retail,Referido
172,Robert,Anderson,robert.anderson172@mail.com,2025-04-26,Valparaíso,chile,Retail,Facebook Ads
173,Carlos,Pérez,carlos.perez173@mail.com,2026-03-24,Barcelona,España,Retail,Instagram Ads
174,Rodrigo,Miller,rodrigo.miller174@mail.com,2025-06-08,Santiago,Chile,Retail,Email Marketing
175,Santiago,Ortiz,santiago.ortiz175@mail.com,2025-05-04,Rosario,Argentina,Retail,Orgánico/SEO
176,Robert,Díaz,robert.diaz176@mail.com,2024-08-23,Rio de Janeiro,Brasil,Retail,Instagram Ads
177,Laura,Molina,laura.molina177@mail.com,2026-01-31,La Plata,Argentina,Retail,Google Ads
178,Michael,Romero,michael.romero178@mail.com,2024-09-04,,España,Retail,Influencers
179,Diego,Torres,diego.torres179@mail.com,2025-05-16,Valparaíso,chile,Mayorista,Influencers
180,David,García,,2025-12-05,Barcelona,España,Retail,Facebook Ads
181,Miguel,Romero,miguel.romero181@mail.com,2024-11-05,Bogotá,Colombia,Retail,Referido
182,Ashley,Álvarez,ashley.alvarez182@mail.com,2024-07-15,Miami,Estados Unidos,Retail,Orgánico/SEO
183,Valeria,Smith,valeria.smith183@mail.com,2025-11-29,Montevideo,Uruguay,Retail,Referido
184,Renata,Silva,renata.silva184@mail.com,2025-09-16,Miami,Estados Unidos,Retail,Referido
185,Michael,Ruiz,michael.ruiz185@mail.com,2025-02-12,La Plata,argentina,Retail,Influencers
186,Catalina,Pérez,catalina.perez186@mail.com,2025-03-07,Santiago,Chile,Retail,Facebook Ads
187,Julieta,Smith,julieta.smith187@mail.com,2024-06-28,Lima,Perú,Retail,Influencers
188,Lucas,Silva,lucas.silva188@mail.com,2024-06-29,Montevideo,Uruguay,Retail,Google Ads
189,John,Díaz,john.diaz189@mail.com,2024-07-10,La Plata,Argentina,Retail,Referido
190,Carla,Smith,carla.smith190@mail.com,2024-08-21,Buenos Aires,Argentina,Retail,Instagram Ads
191,Rodrigo,Núñez,rodrigo.nunez191@mail.com,2025-03-23,Mendoza,Argentina,Retail,Google Ads
192,Ignacio,Martínez,ignacio.martinez192@mail.com,2025-10-25,Mendoza,Argentina,Retail,Google Ads
193,Catalina,Núñez,catalina.nunez193@mail.com,2026-02-20,Buenos Aires,Argentina,Retail,Facebook Ads
194,Camila,Miller,camila.miller194@mail.com,2025-11-02,Barcelona,España,Retail,Influencers
195,Delfina,Silva,delfina.silva195@mail.com,2024-06-17,Asunción,Paraguay,Retail,Google Ads
196,Ana,García,ana.garcia196@mail.com,2024-10-15,Rio de Janeiro,Brasil,Retail,Facebook Ads
197,Juan,Johnson,juan.johnson197@mail.com,2026-03-09,Madrid,España,Retail,Instagram Ads
198,Ignacio,Fernández,ignacio.fernandez198@mail.com,2024-12-24,São Paulo,brasil,Retail,Instagram Ads
199,Michael,Davis,michael.davis199@mail.com,2025-02-15,Madrid,España,Retail,Orgánico/SEO
200,Miguel,López,miguel.lopez200@mail.com,2025-03-07,Rio de Janeiro,Brasil,Retail,Email Marketing
201,Delfina,Ortiz,delfina.ortiz201@mail.com,2025-10-22,Santiago,Chile,Retail,Email Marketing
202,Daniela,Núñez,daniela.nunez202@mail.com,2025-08-15,Rosario,Argentina,Retail,Referido
203,Laura,Herrera,laura.herrera203@mail.com,2025-08-31,São Paulo,Brasil,Retail,Influencers
204,Daniela,Gómez,daniela.gomez204@mail.com,2025-03-09,Ciudad de México,México,Retail,Referido
205,Agustín,Jones,agustin.jones205@mail.com,2024-07-02,Santiago,Chile,Retail,Facebook Ads
206,Miguel,Silva,miguel.silva206@mail.com,2025-06-28,Lima,Perú,Mayorista,Google Ads
207,Agustín,Silva,agustin.silva207@mail.com,2024-08-18,Miami,Estados Unidos,Retail,Facebook Ads
208,Mateo,Torres,mateo.torres208@mail.com,2025-11-13,Madrid,España,Retail,Facebook Ads
209,Carlos,Smith,carlos.smith209@mail.com,2026-02-17,Valparaíso,Chile,Retail,Influencers
210,Ashley,Smith,ashley.smith210@mail.com,2026-04-30,Rosario,Argentina,Mayorista,Email Marketing
211,Catalina,Aguirre,catalina.aguirre211@mail.com,2026-05-30,Santiago,Chile,Retail,Orgánico/SEO
212,Benjamín,Ruiz,benjamin.ruiz212@mail.com,2025-01-29,La Plata,Argentina,Retail,Google Ads
213,Sebastián,Romero,sebastian.romero213@mail.com,2024-08-07,Rosario,Argentina,Retail,Orgánico/SEO
214,Michael,Anderson,michael.anderson214@mail.com,2024-10-07,Rosario,Argentina,Mayorista,Orgánico/SEO
215,Isabella,Wilson,isabella.wilson215@mail.com,2024-10-11,Santiago,Chile,Retail,Referido
216,Emma,Castro,emma.castro216@mail.com,2025-05-21,Montevideo,Uruguay,Mayorista,Facebook Ads
217,Mia,Ruiz,mia.ruiz217@mail.com,2024-10-07,Asunción,Paraguay,Retail,Facebook Ads
218,Emma,Taylor,emma.taylor218@mail.com,2024-11-23,La Plata,Argentina,Retail,Orgánico/SEO
219,Valentina,Rodríguez,valentina.rodriguez219@mail.com,2024-07-17,Rosario,Argentina,Mayorista,Referido
220,Olivia,Rodríguez,olivia.rodriguez220@mail.com,2026-03-05,Madrid,España,Retail,Orgánico/SEO
221,Emily,Molina,emily.molina221@mail.com,2025-09-08,São Paulo,Brasil,Retail,Google Ads
222,Bruno,Díaz,bruno.diaz222@mail.com,2026-06-06,Rio de Janeiro,Brasil,Retail,Referido
223,Lucía,Wilson,lucia.wilson223@mail.com,2025-04-23,Mendoza,Argentina,Retail,Google Ads
224,Delfina,Vega,delfina.vega224@mail.com,2024-11-11,Montevideo,Uruguay,Retail,Facebook Ads
225,Emma,Williams,emma.williams225@mail.com,2025-09-22,Barcelona,España,Retail,Email Marketing
226,Tomás,Jones,tomas.jones226@mail.com,2025-02-02,Miami,Estados Unidos,Retail,Email Marketing
227,Sarah,Brown,sarah.brown227@mail.com,2025-12-02,São Paulo,Brasil,Retail,Google Ads
228,Valeria,Molina,valeria.molina228@mail.com,2024-07-17,Lima,Perú,Retail,Facebook Ads
229,Catalina,Martínez,catalina.martinez229@mail.com,2025-10-30,Bogotá,Colombia,Retail,Facebook Ads
230,Juan,Sánchez,juan.sanchez230@mail.com,2024-09-08,La Plata,Argentina,Retail,Referido
231,Thiago,Ruiz,,2025-07-17,Barcelona,España,Retail,Google Ads
232,Emily,Brown,emily.brown232@mail.com,2025-09-11,Barcelona,España,Retail,Facebook Ads
233,Antonella,Álvarez,antonella.alvarez233@mail.com,2026-02-22,Bogotá,Colombia,Retail,Email Marketing
234,Lucía,Davis,lucia.davis234@mail.com,2026-05-27,Madrid,España,Retail,Influencers
235,Juan,Sánchez,juan.sanchez235@mail.com,2026-01-19,Ciudad de México,México,Retail,Orgánico/SEO
236,Mia,Taylor,mia.taylor236@mail.com,2026-06-09,Montevideo,Uruguay,Retail,Influencers
237,Gonzalo,Rojas,gonzalo.rojas237@mail.com,2026-04-29,La Plata,Argentina,Retail,Facebook Ads
238,Olivia,Díaz,olivia.diaz238@mail.com,2026-05-09,Ciudad de México,México,Retail,Facebook Ads
239,Andrés,López,andres.lopez239@mail.com,2025-11-14,La Plata,Argentina,Retail,Email Marketing
240,Joaquín,Johnson,joaquin.johnson240@mail.com,2025-12-12,Rio de Janeiro,Brasil,Retail,Referido
241,Mia,Brown,mia.brown241@mail.com,2025-02-08,Valparaíso,chile,Retail,Email Marketing
242,Carlos,Ramírez,carlos.ramirez242@mail.com,2025-04-21,Madrid,España,Retail,Facebook Ads
243,Nicolás,Herrera,nicolas.herrera243@mail.com,2026-01-09,Mendoza,ARGENTINA,Retail,Influencers
244,Catalina,Fernández,catalina.fernandez244@mail.com,2026-06-02,São Paulo,Brazil,Retail,Influencers
245,Nicolás,Wilson,nicolas.wilson245@mail.com,2024-10-19,Asunción,Paraguay,Retail,Orgánico/SEO
246,Laura,Miller,laura.miller246@mail.com,2026-03-16,Montevideo,Uruguay,Retail,Google Ads
247,Martina,Romero,martina.romero247@mail.com,2025-12-16,Buenos Aires,Argentina,Mayorista,Instagram Ads
248,Carla,Ruiz,carla.ruiz248@mail.com,2025-04-25,São Paulo,Brasil,Retail,Google Ads
249,Florencia,Fernández,florencia.fernandez249@mail.com,2025-08-02,Santiago,Chile,Retail,Instagram Ads
250,John,Williams,john.williams250@mail.com,2025-03-24,Santiago,Chile,Retail,Google Ads
251,Bruno,Herrera,bruno.herrera251@mail.com,2026-03-19,Miami,Estados Unidos,Retail,Influencers
252,Nicolás,Ruiz,nicolas.ruiz252@mail.com,2025-05-05,Mendoza,Argentina,Retail,Influencers
253,John,Herrera,john.herrera253@mail.com,2024-11-27,Valparaíso,Chile,Retail,Orgánico/SEO
254,Lucas,Molina,lucas.molina254@mail.com,2024-12-07,Mendoza,ARGENTINA,Mayorista,Influencers
255,Paula,Medina,,2025-04-06,Rio de Janeiro,Brasil,Retail,Facebook Ads
256,Santiago,Sánchez,santiago.sanchez256@mail.com,2025-04-11,Miami,Estados Unidos,Retail,Orgánico/SEO
257,Diego,Sánchez,diego.sanchez257@mail.com,2025-06-12,São Paulo,Brasil,Retail,Instagram Ads
258,Milagros,Silva,milagros.silva258@mail.com,2026-05-20,Ciudad de México,México,Retail,Influencers
259,Valeria,Acosta,valeria.acosta259@mail.com,2025-11-21,Rosario,ARGENTINA,Retail,Orgánico/SEO
260,Josefina,Davis,josefina.davis260@mail.com,2024-11-16,La Plata,Argentina,Retail,Facebook Ads
261,Facundo,Pérez,facundo.perez261@mail.com,2025-08-31,Barcelona,España,Retail,Influencers
262,Josefina,López,,2026-04-20,Miami,USA,Retail,Orgánico/SEO
