customer_id,first_name,last_name,email,signup_date,city,country,segment,acquisition_channel,nro_email_asociado
277,Amanda,Smith,amanda.smith277@mail.com,2024-09-03,Lima,perú,Retail,Referido,1
404,Amanda,Williams,amanda.williams404@mail.com,2025-05-06,La Plata,argentina,Retail,Instagram Ads,1
601,Amanda,Williams,amanda.williams404@mail.com,2026-05-17,La Plata,argentina,Retail,Referido,2
9,Amanda,Wilson,amanda.wilson9@mail.com,2026-05-03,Montevideo,uruguay,Retail,Referido,1
63,Ana,Acosta,ana.acosta63@mail.com,2025-08-25,Asunción,paraguay,Retail,Email Marketing,1
390,Ana,Davis,ana.davis390@mail.com,2025-06-27,Buenos Aires,argentina,Retail,Email Marketing,1
127,Ana,García,ana.garcia127@mail.com,2025-04-13,Córdoba,argentina,Retail,Google Ads,1
603,Ana,García,ana.garcia127@mail.com,2026-03-19,Córdoba,argentina,Retail,Instagram Ads,2
196,Ana,García,ana.garcia196@mail.com,2024-10-15,Rio de Janeiro,brasil,Retail,Facebook Ads,1
373,Ana,González,ana.gonzalez373@mail.com,2024-06-02,Rio de Janeiro,brasil,Retail,Influencers,1
597,Ana,Johnson,ana.johnson597@mail.com,2025-03-06,,estados unidos,Retail,Influencers,1
17,Ana,Jones,ana.jones17@mail.com,2024-11-04,Valparaíso,chile,Retail,Instagram Ads,1
577,Ana,Miller,ana.miller577@mail.com,2025-10-12,Rio de Janeiro,brasil,Retail,Facebook Ads,1
539,Ana,Rodríguez,ana.rodriguez539@mail.com,2024-08-27,São Paulo,brasil,Retail,Facebook Ads,1
126,Ana,Ruiz,ana.ruiz126@mail.com,2026-04-26,Asunción,paraguay,Retail,Referido,1
1,Ana,Sánchez,ana.sanchez1@mail.com,2026-06-30,Buenos Aires,argentina,Retail,Instagram Ads,1
56,Andrés,Álvarez,andres.alvarez56@mail.com,2025-03-18,Rosario,argentina,Retail,Orgánico/SEO,1
590,Andrés,Anderson,andres.anderson590@mail.com,2025-11-19,Ciudad de México,mexico,Retail,Facebook Ads,1
136,Andrés,Díaz,andres.diaz136@mail.com,2026-04-02,Ciudad de México,mexico,Retail,Influencers,1
576,Andrés,Díaz,andres.diaz576@mail.com,2024-06-10,Madrid,españa,Retail,Influencers,1
552,Andrés,Flores,andres.flores552@mail.com,2026-05-18,Miami,estados unidos,Mayorista,Google Ads,1
93,Andrés,García,andres.garcia93@mail.com,2026-03-03,Valparaíso,chile,Retail,Orgánico/SEO,1
498,Andrés,Jones,andres.jones498@mail.com,2025-06-22,Mendoza,argentina,Retail,Email Marketing,1
239,Andrés,López,andres.lopez239@mail.com,2025-11-14,La Plata,argentina,Retail,Email Marketing,1
165,Andrés,Ortiz,andres.ortiz165@mail.com,2025-05-08,Montevideo,uruguay,Retail,Google Ads,1
585,Andrés,Pérez,andres.perez585@mail.com,2024-11-18,Valparaíso,chile,Retail,Google Ads,1
323,Andrés,Ruiz,andres.ruiz323@mail.com,2026-01-28,Miami,estados unidos,Retail,Google Ads,1
35,Antonella,Acosta,antonella.acosta35@mail.com,2025-07-11,Asunción,paraguay,Retail,Orgánico/SEO,1
233,Antonella,Álvarez,antonella.alvarez233@mail.com,2026-02-22,Bogotá,colombia,Retail,Email Marketing,1
337,Antonella,Herrera,antonella.herrera337@mail.com,2026-01-08,São Paulo,brasil,Retail,Referido,1
103,Antonella,Sánchez,antonella.sanchez103@mail.com,2025-11-09,Bogotá,colombia,Retail,Google Ads,1
128,Antonella,Vega,antonella.vega128@mail.com,2024-12-23,Santiago,chile,Retail,Facebook Ads,1
182,Ashley,Álvarez,ashley.alvarez182@mail.com,2024-07-15,Miami,estados unidos,Retail,Orgánico/SEO,1
465,Ashley,Benítez,ashley.benitez465@mail.com,2025-09-11,Montevideo,uruguay,Mayorista,Email Marketing,1
64,Ashley,Davis,ashley.davis64@mail.com,2024-10-20,Rosario,argentina,Retail,Influencers,1
138,Ashley,Gómez,ashley.gomez138@mail.com,2025-07-13,Córdoba,argentina,Retail,Google Ads,1
210,Ashley,Smith,ashley.smith210@mail.com,2026-04-30,Rosario,argentina,Mayorista,Email Marketing,1
67,Ashley,Vega,ashley.vega67@mail.com,2025-10-13,Montevideo,uruguay,Retail,Influencers,1
335,Benjamín,Acosta,benjamin.acosta335@mail.com,2026-06-26,Valparaíso,chile,Retail,Email Marketing,1
414,Benjamín,Aguirre,benjamin.aguirre414@mail.com,2025-09-26,Bogotá,colombia,Retail,Orgánico/SEO,1
15,Benjamín,Davis,benjamin.davis15@mail.com,2026-03-19,Asunción,paraguay,Retail,Email Marketing,1
319,Benjamín,Díaz,benjamin.diaz319@mail.com,2025-04-16,Lima,perú,Retail,Referido,1
362,Benjamín,González,benjamin.gonzalez362@mail.com,2026-05-20,La Plata,argentina,Retail,Influencers,1
130,Benjamín,Johnson,benjamin.johnson130@mail.com,2024-10-23,Rosario,argentina,Retail,Instagram Ads,1
548,Benjamín,Miller,benjamin.miller548@mail.com,2025-06-20,Buenos Aires,argentina,Retail,Orgánico/SEO,1
505,Benjamín,Rojas,benjamin.rojas505@mail.com,2025-12-06,Asunción,paraguay,Retail,Google Ads,1
212,Benjamín,Ruiz,benjamin.ruiz212@mail.com,2025-01-29,La Plata,argentina,Retail,Google Ads,1
116,Bruno,Davis,bruno.davis116@mail.com,2025-04-21,Bogotá,colombia,Retail,Referido,1
65,Bruno,Davis,bruno.davis65@mail.com,2025-07-31,Miami,estados unidos,Retail,Referido,1
222,Bruno,Díaz,bruno.diaz222@mail.com,2026-06-06,Rio de Janeiro,brasil,Retail,Referido,1
481,Bruno,Gómez,bruno.gomez481@mail.com,2025-12-13,São Paulo,brasil,Retail,Orgánico/SEO,1
519,Bruno,Gómez,bruno.gomez519@mail.com,2026-04-19,La Plata,argentina,Retail,Google Ads,1
251,Bruno,Herrera,bruno.herrera251@mail.com,2026-03-19,Miami,estados unidos,Retail,Influencers,1
364,Bruno,Núñez,bruno.nunez364@mail.com,2025-11-19,Asunción,paraguay,Retail,Orgánico/SEO,1
600,Bruno,Pérez,bruno.perez600@mail.com,2024-07-28,La Plata,argentina,Retail,Influencers,1
536,Bruno,Sánchez,bruno.sanchez536@mail.com,2026-04-23,Madrid,españa,Retail,Instagram Ads,1
430,Camila,Aguirre,camila.aguirre430@mail.com,2025-07-19,Barcelona,españa,Retail,Referido,1
287,Camila,Díaz,camila.diaz287@mail.com,2025-01-10,Buenos Aires,argentina,Retail,Email Marketing,1
524,Camila,Martínez,camila.martinez524@mail.com,2025-11-02,Buenos Aires,argentina,Retail,Referido,1
194,Camila,Miller,camila.miller194@mail.com,2025-11-02,Barcelona,españa,Retail,Influencers,1
351,Camila,Miller,camila.miller351@mail.com,2026-02-15,Buenos Aires,argentina,Retail,Influencers,1
162,Camila,Molina,camila.molina162@mail.com,2025-08-21,Córdoba,argentina,Retail,Google Ads,1
409,Camila,Ortiz,camila.ortiz409@mail.com,2025-06-20,Santiago,chile,Retail,Google Ads,1
605,Camila,Ortiz,camila.ortiz409@mail.com,2026-06-03,Santiago,chile,Retail,Email Marketing,2
150,Camila,Pérez,camila.perez150@mail.com,2024-09-04,Rosario,argentina,Retail,Orgánico/SEO,1
108,Carla,Acosta,carla.acosta108@mail.com,2025-12-17,Miami,estados unidos,Retail,Instagram Ads,1
280,Carla,Acosta,carla.acosta280@mail.com,2025-07-12,Valparaíso,chile,Retail,Facebook Ads,1
320,Carla,García,carla.garcia320@mail.com,2026-06-10,Miami,estados unidos,Retail,Email Marketing,1
397,Carla,González,carla.gonzalez397@mail.com,2026-02-19,Rio de Janeiro,brasil,Retail,Instagram Ads,1
389,Carla,López,carla.lopez389@mail.com,2025-03-14,Rosario,argentina,Retail,Influencers,1
349,Carla,Martínez,carla.martinez349@mail.com,2025-06-28,Montevideo,uruguay,Retail,Referido,1
248,Carla,Ruiz,carla.ruiz248@mail.com,2025-04-25,São Paulo,brasil,Retail,Google Ads,1
143,Carla,Smith,carla.smith143@mail.com,2025-11-08,Lima,perú,Retail,Influencers,1
190,Carla,Smith,carla.smith190@mail.com,2024-08-21,Buenos Aires,argentina,Retail,Instagram Ads,1
314,Carla,Taylor,carla.taylor314@mail.com,2025-11-30,Bogotá,colombia,Retail,Referido,1
3,Carlos,Davis,carlos.davis3@mail.com,2025-01-12,,mexico,Retail,Email Marketing,1
395,Carlos,Gómez,carlos.gomez395@mail.com,2025-12-29,La Plata,argentina,Mayorista,Referido,1
483,Carlos,Ortiz,carlos.ortiz483@mail.com,2025-07-30,Mendoza,argentina,Retail,Orgánico/SEO,1
173,Carlos,Pérez,carlos.perez173@mail.com,2026-03-24,Barcelona,españa,Retail,Instagram Ads,1
242,Carlos,Ramírez,carlos.ramirez242@mail.com,2025-04-21,Madrid,españa,Retail,Facebook Ads,1
74,Carlos,Sánchez,carlos.sanchez74@mail.com,2025-04-15,Santiago,chile,Retail,Google Ads,1
497,Carlos,Silva,carlos.silva497@mail.com,2026-06-13,Valparaíso,chile,Mayorista,Email Marketing,1
209,Carlos,Smith,carlos.smith209@mail.com,2026-02-17,Valparaíso,chile,Retail,Influencers,1
163,Carlos,Vega,carlos.vega163@mail.com,2024-09-26,São Paulo,brasil,Retail,Email Marketing,1
491,Carlos,Vega,carlos.vega491@mail.com,2025-08-07,São Paulo,brasil,Retail,Facebook Ads,1
110,Catalina,Aguirre,catalina.aguirre110@mail.com,2024-10-31,Madrid,españa,Retail,Influencers,1
211,Catalina,Aguirre,catalina.aguirre211@mail.com,2026-05-30,Santiago,chile,Retail,Orgánico/SEO,1
371,Catalina,Anderson,catalina.anderson371@mail.com,2026-06-28,São Paulo,brasil,Retail,Influencers,1
122,Catalina,Davis,catalina.davis122@mail.com,2024-08-15,Santiago,chile,Retail,Email Marketing,1
244,Catalina,Fernández,catalina.fernandez244@mail.com,2026-06-02,São Paulo,brasil,Retail,Influencers,1
87,Catalina,García,catalina.garcia87@mail.com,2025-03-31,Valparaíso,chile,Retail,Instagram Ads,1
119,Catalina,Gómez,catalina.gomez119@mail.com,2025-08-16,Lima,perú,Retail,Facebook Ads,1
355,Catalina,López,catalina.lopez355@mail.com,2025-10-20,Montevideo,uruguay,Retail,Instagram Ads,1
229,Catalina,Martínez,catalina.martinez229@mail.com,2025-10-30,Bogotá,colombia,Retail,Facebook Ads,1
583,Catalina,Medina,catalina.medina583@mail.com,2025-03-05,Bogotá,colombia,Retail,Referido,1
193,Catalina,Núñez,catalina.nunez193@mail.com,2026-02-20,Buenos Aires,argentina,Retail,Facebook Ads,1
186,Catalina,Pérez,catalina.perez186@mail.com,2025-03-07,Santiago,chile,Retail,Facebook Ads,1
402,Catalina,Romero,catalina.romero402@mail.com,2026-06-17,Santiago,chile,Retail,Orgánico/SEO,1
556,Catalina,Ruiz,catalina.ruiz556@mail.com,2026-02-04,Córdoba,argentina,Retail,Orgánico/SEO,1
513,Catalina,Smith,catalina.smith513@mail.com,2025-07-10,Bogotá,colombia,Retail,Google Ads,1
24,Daniela,Anderson,daniela.anderson24@mail.com,2025-02-04,Madrid,españa,Retail,Referido,1
16,Daniela,Benítez,daniela.benitez16@mail.com,2024-11-30,Barcelona,españa,Retail,Google Ads,1
363,Daniela,Benítez,daniela.benitez363@mail.com,2025-06-16,Santiago,chile,Retail,Referido,1
267,Daniela,Flores,daniela.flores267@mail.com,2024-06-24,Buenos Aires,argentina,Mayorista,Influencers,1
149,Daniela,García,daniela.garcia149@mail.com,2025-08-12,Rio de Janeiro,brasil,Retail,Email Marketing,1
204,Daniela,Gómez,daniela.gomez204@mail.com,2025-03-09,Ciudad de México,mexico,Retail,Referido,1
285,Daniela,Gómez,daniela.gomez285@mail.com,2024-10-22,Santiago,chile,Retail,Influencers,1
406,Daniela,González,daniela.gonzalez406@mail.com,2025-07-01,Córdoba,argentina,Retail,Influencers,1
289,Daniela,Medina,daniela.medina289@mail.com,2024-06-18,São Paulo,brasil,Retail,Orgánico/SEO,1
78,Daniela,Miller,daniela.miller78@mail.com,2026-02-21,Asunción,paraguay,Retail,Facebook Ads,1
202,Daniela,Núñez,daniela.nunez202@mail.com,2025-08-15,Rosario,argentina,Retail,Referido,1
21,Daniela,Ruiz,daniela.ruiz21@mail.com,2025-07-14,São Paulo,brasil,Mayorista,Orgánico/SEO,1
58,David,Martínez,david.martinez58@mail.com,2025-07-30,Miami,estados unidos,Retail,Facebook Ads,1
297,David,Rojas,david.rojas297@mail.com,2025-06-29,Rio de Janeiro,brasil,Retail,Instagram Ads,1
76,David,Sánchez,david.sanchez76@mail.com,2025-05-22,Córdoba,argentina,Retail,Orgánico/SEO,1
114,David,Smith,david.smith114@mail.com,2025-11-21,Mendoza,argentina,Retail,Google Ads,1
394,David,Torres,david.torres394@mail.com,2025-01-29,Santiago,chile,Retail,Referido,1
477,David,Williams,david.williams477@mail.com,2025-04-20,,estados unidos,Retail,Influencers,1
131,David,Wilson,david.wilson131@mail.com,2024-09-01,Lima,perú,Retail,Google Ads,1
518,David,Wilson,david.wilson518@mail.com,2026-03-23,Miami,estados unidos,Retail,Email Marketing,1
562,Delfina,Anderson,delfina.anderson562@mail.com,2025-02-05,Madrid,españa,Retail,Referido,1
30,Delfina,Benítez,delfina.benitez30@mail.com,2025-03-20,Miami,estados unidos,Retail,Orgánico/SEO,1
46,Delfina,Fernández,delfina.fernandez46@mail.com,2025-01-14,Madrid,españa,Retail,Influencers,1
533,Delfina,Flores,delfina.flores533@mail.com,2025-07-21,Barcelona,españa,Retail,Referido,1
407,Delfina,Gómez,delfina.gomez407@mail.com,2024-09-12,Bogotá,colombia,Retail,Referido,1
135,Delfina,Johnson,delfina.johnson135@mail.com,2026-04-18,Lima,perú,Mayorista,Orgánico/SEO,1
75,Delfina,Molina,delfina.molina75@mail.com,2024-08-17,Valparaíso,chile,Retail,Referido,1
201,Delfina,Ortiz,delfina.ortiz201@mail.com,2025-10-22,Santiago,chile,Retail,Email Marketing,1
308,Delfina,Ortiz,delfina.ortiz308@mail.com,2025-05-09,Miami,estados unidos,Retail,Referido,1
195,Delfina,Silva,delfina.silva195@mail.com,2024-06-17,Asunción,paraguay,Retail,Google Ads,1
92,Delfina,Smith,delfina.smith92@mail.com,2025-04-01,Miami,estados unidos,Retail,Influencers,1
572,Delfina,Taylor,delfina.taylor572@mail.com,2025-04-30,Mendoza,argentina,Retail,Referido,1
415,Delfina,Torres,delfina.torres415@mail.com,2025-06-26,Lima,perú,Retail,Influencers,1
224,Delfina,Vega,delfina.vega224@mail.com,2024-11-11,Montevideo,uruguay,Retail,Facebook Ads,1
19,Diego,Acosta,diego.acosta19@mail.com,2025-02-02,Córdoba,argentina,Retail,Google Ads,1
437,Diego,Medina,diego.medina437@mail.com,2025-06-21,Ciudad de México,mexico,Retail,Influencers,1
257,Diego,Sánchez,diego.sanchez257@mail.com,2025-06-12,São Paulo,brasil,Retail,Instagram Ads,1
179,Diego,Torres,diego.torres179@mail.com,2025-05-16,Valparaíso,chile,Mayorista,Influencers,1
396,Diego,Torres,diego.torres396@mail.com,2024-07-09,,españa,Retail,Instagram Ads,1
57,Emiliano,Aguirre,emiliano.aguirre57@mail.com,2024-12-21,Montevideo,uruguay,Retail,Google Ads,1
106,Emiliano,Álvarez,emiliano.alvarez106@mail.com,2025-12-17,São Paulo,brasil,Retail,Influencers,1
29,Emiliano,Álvarez,emiliano.alvarez29@mail.com,2025-10-11,Ciudad de México,mexico,Retail,Referido,1
59,Emiliano,Díaz,emiliano.diaz59@mail.com,2024-09-18,Buenos Aires,argentina,Retail,Instagram Ads,1
22,Emiliano,Flores,emiliano.flores22@mail.com,2025-05-13,Rosario,argentina,Retail,Facebook Ads,1
374,Emiliano,Vega,emiliano.vega374@mail.com,2024-08-01,Madrid,españa,Mayorista,Instagram Ads,1
232,Emily,Brown,emily.brown232@mail.com,2025-09-11,Barcelona,españa,Retail,Facebook Ads,1
360,Emily,Díaz,emily.diaz360@mail.com,2025-07-06,Rio de Janeiro,brasil,Retail,Referido,1
561,Emily,Jones,emily.jones561@mail.com,2025-12-03,Asunción,paraguay,Retail,Facebook Ads,1
324,Emily,Martínez,emily.martinez324@mail.com,2025-12-02,Mendoza,argentina,Retail,Email Marketing,1
221,Emily,Molina,emily.molina221@mail.com,2025-09-08,São Paulo,brasil,Retail,Google Ads,1
591,Emily,Pérez,emily.perez591@mail.com,2025-04-12,,estados unidos,Retail,Email Marketing,1
469,Emily,Vega,emily.vega469@mail.com,2024-09-24,Santiago,chile,Retail,Orgánico/SEO,1
97,Emma,Aguirre,emma.aguirre97@mail.com,2025-08-24,São Paulo,brasil,Retail,Orgánico/SEO,1
62,Emma,Brown,emma.brown62@mail.com,2025-02-21,Miami,estados unidos,Retail,Referido,1
216,Emma,Castro,emma.castro216@mail.com,2025-05-21,Montevideo,uruguay,Mayorista,Facebook Ads,1
521,Emma,González,emma.gonzalez521@mail.com,2025-02-08,Rio de Janeiro,brasil,Retail,Orgánico/SEO,1
94,Emma,González,emma.gonzalez94@mail.com,2025-09-05,Ciudad de México,mexico,Retail,Influencers,1
475,Emma,Martínez,emma.martinez475@mail.com,2025-04-25,Madrid,españa,Retail,Email Marketing,1
400,Emma,Núñez,emma.nunez400@mail.com,2026-03-27,Madrid,españa,Retail,Orgánico/SEO,1
588,Emma,Rodríguez,emma.rodriguez588@mail.com,2026-04-11,Córdoba,argentina,Retail,Email Marketing,1
553,Emma,Rojas,emma.rojas553@mail.com,2024-09-02,Buenos Aires,argentina,Retail,Influencers,1
41,Emma,Smith,emma.smith41@mail.com,2025-12-27,Ciudad de México,mexico,Retail,Google Ads,1
218,Emma,Taylor,emma.taylor218@mail.com,2024-11-23,La Plata,argentina,Retail,Orgánico/SEO,1
225,Emma,Williams,emma.williams225@mail.com,2025-09-22,Barcelona,españa,Retail,Email Marketing,1
341,Facundo,Castro,facundo.castro341@mail.com,2026-06-21,Buenos Aires,argentina,Retail,Influencers,1
328,Facundo,Davis,facundo.davis328@mail.com,2025-12-21,Santiago,chile,Retail,Email Marketing,1
306,Facundo,Díaz,facundo.diaz306@mail.com,2024-11-19,Rosario,argentina,Retail,Influencers,1
365,Facundo,Johnson,facundo.johnson365@mail.com,2025-06-04,Barcelona,españa,Retail,Referido,1
325,Facundo,Miller,facundo.miller325@mail.com,2026-02-02,Rio de Janeiro,brasil,Retail,Influencers,1
261,Facundo,Pérez,facundo.perez261@mail.com,2025-08-31,Barcelona,españa,Retail,Influencers,1
604,Facundo,Pérez,facundo.perez261@mail.com,2026-04-30,Barcelona,españa,Retail,Influencers,2
313,Facundo,Romero,facundo.romero313@mail.com,2025-02-03,São Paulo,brasil,Retail,Instagram Ads,1
158,Facundo,Smith,facundo.smith158@mail.com,2025-03-07,Ciudad de México,mexico,Retail,Facebook Ads,1
433,Facundo,Smith,facundo.smith433@mail.com,2025-09-29,Santiago,chile,Retail,Email Marketing,1
98,Facundo,Smith,facundo.smith98@mail.com,2026-02-03,Rosario,argentina,Retail,Influencers,1
317,Federico,Anderson,federico.anderson317@mail.com,2025-08-31,Montevideo,uruguay,Retail,Influencers,1
32,Federico,Brown,federico.brown32@mail.com,2025-11-26,Barcelona,españa,Retail,Facebook Ads,1
532,Federico,Davis,federico.davis532@mail.com,2025-06-21,Santiago,chile,Retail,Email Marketing,1
376,Federico,García,federico.garcia376@mail.com,2024-10-15,Barcelona,españa,Retail,Influencers,1
559,Federico,Gómez,federico.gomez559@mail.com,2025-03-11,Lima,perú,Retail,Instagram Ads,1
263,Federico,Martínez,federico.martinez263@mail.com,2025-08-08,Córdoba,argentina,Retail,Google Ads,1
563,Federico,Rodríguez,federico.rodriguez563@mail.com,2024-09-28,Madrid,españa,Retail,Influencers,1
159,Federico,Williams,federico.williams159@mail.com,2026-04-15,Barcelona,españa,Retail,Instagram Ads,1
151,Federico,Wilson,federico.wilson151@mail.com,2026-04-18,Rio de Janeiro,brasil,Retail,Email Marketing,1
12,Florencia,Benítez,florencia.benitez12@mail.com,2026-01-19,Ciudad de México,mexico,Retail,Instagram Ads,1
418,Florencia,Brown,florencia.brown418@mail.com,2025-10-01,Montevideo,uruguay,Retail,Influencers,1
249,Florencia,Fernández,florencia.fernandez249@mail.com,2025-08-02,Santiago,chile,Retail,Instagram Ads,1
543,Florencia,Jones,florencia.jones543@mail.com,2024-09-04,Mendoza,argentina,Retail,Instagram Ads,1
2,Florencia,Pérez,florencia.perez2@mail.com,2024-07-03,Ciudad de México,mexico,Retail,Instagram Ads,1
111,Florencia,Rojas,florencia.rojas111@mail.com,2025-04-26,Miami,estados unidos,Retail,Orgánico/SEO,1
547,Florencia,Vega,florencia.vega547@mail.com,2024-12-11,Asunción,paraguay,Retail,Orgánico/SEO,1
516,Florencia,Wilson,florencia.wilson516@mail.com,2025-04-09,Rosario,argentina,Retail,Orgánico/SEO,1
361,Franco,Acosta,franco.acosta361@mail.com,2025-02-06,Córdoba,argentina,Retail,Influencers,1
118,Franco,García,franco.garcia118@mail.com,2025-08-29,Mendoza,argentina,Retail,Email Marketing,1
51,Franco,González,franco.gonzalez51@mail.com,2025-12-04,Barcelona,españa,Retail,Orgánico/SEO,1
52,Franco,Martínez,franco.martinez52@mail.com,2026-03-01,Rio de Janeiro,brasil,Retail,Referido,1
377,Franco,Romero,franco.romero377@mail.com,2025-03-26,Montevideo,uruguay,Retail,Email Marketing,1
546,Franco,Romero,franco.romero546@mail.com,2025-10-02,Asunción,paraguay,Retail,Referido,1
161,Franco,Torres,franco.torres161@mail.com,2025-06-25,La Plata,argentina,Retail,Instagram Ads,1
300,Franco,Torres,franco.torres300@mail.com,2024-08-27,Bogotá,colombia,Retail,Email Marketing,1
154,Franco,Wilson,franco.wilson154@mail.com,2026-02-14,,argentina,Mayorista,Referido,1
535,Gael,Díaz,gael.diaz535@mail.com,2024-11-09,Santiago,chile,Retail,Orgánico/SEO,1
81,Gael,Gómez,gael.gomez81@mail.com,2025-05-15,Asunción,paraguay,Retail,Facebook Ads,1
70,Gael,Johnson,gael.johnson70@mail.com,2025-05-12,Rio de Janeiro,brasil,Retail,Influencers,1
8,Gael,Medina,gael.medina8@mail.com,2026-02-14,Rosario,argentina,Retail,Facebook Ads,1
599,Gael,Ortiz,gael.ortiz599@mail.com,2025-04-16,Ciudad de México,mexico,Retail,Influencers,1
411,Gael,Ruiz,gael.ruiz411@mail.com,2026-05-15,Ciudad de México,mexico,Retail,Orgánico/SEO,1
380,Gael,Smith,gael.smith380@mail.com,2025-09-18,São Paulo,brasil,Retail,Google Ads,1
528,Gonzalo,Álvarez,gonzalo.alvarez528@mail.com,2024-10-22,Barcelona,españa,Retail,Instagram Ads,1
410,Gonzalo,Brown,gonzalo.brown410@mail.com,2025-08-16,Buenos Aires,argentina,Mayorista,Instagram Ads,1
480,Gonzalo,Brown,gonzalo.brown480@mail.com,2026-06-04,Lima,perú,Retail,Google Ads,1
169,Gonzalo,Castro,gonzalo.castro169@mail.com,2024-11-02,Rio de Janeiro,brasil,Retail,Influencers,1
44,Gonzalo,Díaz,gonzalo.diaz44@mail.com,2024-11-14,Montevideo,uruguay,Mayorista,Referido,1
171,Gonzalo,Jones,gonzalo.jones171@mail.com,2025-09-17,Bogotá,colombia,Retail,Referido,1
117,Gonzalo,Martínez,gonzalo.martinez117@mail.com,2026-03-09,Montevideo,uruguay,Retail,Email Marketing,1
573,Gonzalo,Ortiz,gonzalo.ortiz573@mail.com,2024-12-06,Lima,perú,Retail,Instagram Ads,1
34,Gonzalo,Pérez,gonzalo.perez34@mail.com,2026-04-05,Ciudad de México,mexico,Retail,Facebook Ads,1
